model,seed,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
ST-IHM,7,33,0.35923578390261024,0.35923578390261024,2.355257326994485,0.7176209445891342,73.8,0.746031746031746,0.058823529411764705,0.08668453976764967,0.5118746516487869
ST-IHM,7,34,0.3582229980123722,0.3582229980123722,2.36165594666954,0.7169323616880712,73.8,0.7777777777777778,0.06666666666666667,0.10533393097265797,0.4754611336479626
ST-IHM,7,35,0.36319372554620105,0.36319372554620105,2.360249023127362,0.7127495878111056,73.8,0.746031746031746,0.058823529411764705,-0.052208421378137304,0.506453421692026
ST-IHM,7,36,0.35565631745792015,0.35565631745792015,2.3557354589787924,0.7091573578555409,73.9,0.7301587301587302,0.05555555555555555,0.16354831609068898,0.5065067190083061
ST-IHM,7,37,0.3580566550173411,0.3580566550173411,2.3615586137383935,0.7139188734496512,73.8,0.6507936507936508,0.043478260869565216,-0.04972984893593568,0.5143404491681318
ST-IHM,7,38,0.35927115514026425,0.35927115514026425,2.3561487953837323,0.7147205961429006,73.8,0.4444444444444444,0.027777777777777776,-0.07581262413408907,0.4495071086010908
ST-IHM,7,39,0.36150990402310845,0.36150990402310845,2.358035108907436,0.7150995552055235,73.9,0.7301587301587302,0.05555555555555555,-0.179772777901537,0.5351866317344233
ST-IHM,7,40,0.35594421261694376,0.35594421261694376,2.3613626666185334,0.7160718692996637,73.8,0.6190476190476191,0.04,0.057096996101811515,0.5077329429162206
ST-IHM,7,41,0.35775423013582464,0.35775423013582464,2.357367228686325,0.7157137553866316,73.9,0.6825396825396826,0.047619047619047616,0.057962730078884195,0.5076503168358705
ST-IHM,7,42,0.35328735859413457,0.35328735859413457,2.3487884106674817,0.7154735951888852,74.0,0.8095238095238095,0.07692307692307693,-0.03690685413005279,0.5274098442931713
ST-IHM,7,43,0.361614597279851,0.361614597279851,2.3434149075329787,0.7144298320863305,73.9,0.5873015873015873,0.037037037037037035,0.18061190920057024,0.47527469368608327
ST-IHM,7,44,0.35319490379434293,0.35319490379434293,2.345289555991568,0.716198359078508,73.9,0.6825396825396826,0.047619047619047616,0.05728007496778731,0.48273879741606845
ST-IHM,7,45,0.35647596612693816,0.35647596612693816,2.346018451985305,0.7157291275698964,73.9,0.5079365079365079,0.03125,0.07381837493361654,0.47685477654624336
ST-IHM,7,46,0.3499840961966088,0.3499840961966088,2.3528589078081334,0.71865878599446,73.8,0.7301587301587302,0.05555555555555555,0.0637238256932654,0.48594873856378773
ST-IHM,7,47,0.35236288885760114,0.35236288885760114,2.354778541782038,0.7182852383551559,73.9,0.6666666666666667,0.045454545454545456,-0.022369878183831737,0.5086779833357491
ST-IHM,7,48,0.3516274724549394,0.3516274724549394,2.352575102472693,0.7158615981660238,73.9,0.6190476190476191,0.04,-0.10898167916190848,0.4719863895805948
ST-IHM,7,49,0.3531964670836441,0.3531964670836441,2.355609951949701,0.7163491001943263,73.8,0.5873015873015873,0.037037037037037035,0.07895021060589702,0.4575288283195278
ST-IHM,7,50,0.35346236982481266,0.35346236982481266,2.3555192734167827,0.7152432552198085,73.8,0.7142857142857143,0.05263157894736842,0.046755830662097986,0.4759227265071228
ST-LOS,42,1,2.0464352873282703,0.8778531604666051,2.0464352873282703,0.7119027502168485,73.8,0.04761904761904767,0.01639344262295082,0.010647705967667731,0.5478725479343721
ST-LOS,42,2,1.8256146491058474,0.9882652589945289,1.8256146491058474,0.742255885426591,73.7,0.19047619047619047,0.019230769230769232,0.010647705967667731,0.5211071730038137
ST-LOS,42,3,1.695500207141163,0.9911478859622304,1.695500207141163,0.7453607902294253,73.7,0.5555555555555556,0.034482758620689655,0.02696308666457925,0.5259089216752725
ST-LOS,42,4,1.6180382317643824,0.995589336728662,1.6180382317643824,0.7332499153245755,73.8,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.5263763091213561
ST-LOS,42,5,1.5983944656403084,1.0155343684723708,1.5983944656403084,0.7391566658407692,73.8,0.4444444444444444,0.027777777777777776,0.02696308666457925,0.5589852578994525
ST-LOS,42,6,1.5946000252312762,1.0192603934101943,1.5946000252312762,0.7431504498652326,73.9,0.46031746031746035,0.02857142857142857,0.02696308666457925,0.5432509579995886
ST-LOS,42,7,1.6011846530728224,1.0245481758582882,1.6011846530728224,0.7451828170598038,74.0,0.5555555555555556,0.034482758620689655,0.02696308666457925,0.5386046416852189
ST-LOS,42,8,1.6176771671791388,1.071474230870968,1.6176771671791388,0.7567942530159059,73.8,0.15873015873015872,0.018518518518518517,0.02696308666457925,0.5280513919069004
ST-LOS,42,9,1.575956447337701,1.119508373543499,1.575956447337701,0.7670519841395742,73.9,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.59016659562854
ST-LOS,42,10,1.6249667095944165,1.115863265060797,1.6249667095944165,0.7714581794855071,73.9,0.3492063492063492,0.023809523809523808,0.02696308666457925,0.5646663257179949
ST-LOS,42,11,1.6115901693096006,1.1592243405861584,1.6115901693096006,0.7629519783384432,74.0,0.07936507936507942,0.01694915254237288,0.02696308666457925,0.5385117341475879
