n_sites,seed,convergence_round,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
2,7,43,18,1.9625586455430442,0.37478947227563314,1.5877691769018405,0.7027812464450433,51.4,0.4285714285714286,0.02702702702702703,0.02696308666457925,nan
2,7,43,19,1.9538743418406666,0.37373122136767317,1.580143120230698,0.702470867614436,51.3,0.5873015873015873,0.037037037037037035,0.02696308666457925,nan
2,7,43,20,1.98301533567227,0.3655196514313783,1.6174956860581065,0.704942625712573,51.4,0.46031746031746035,0.02857142857142857,0.02696308666457925,nan
2,7,43,21,1.9891438222512967,0.37033879466173125,1.618805030497109,0.7051685132631441,51.3,0.4444444444444444,0.027777777777777776,0.02696308666457925,nan
2,7,43,22,1.9425249332334937,0.37370596595895966,1.5688189694551917,0.7056639150875371,51.5,0.3650793650793651,0.024390243902439025,0.02696308666457925,nan
2,7,43,23,1.953551986353184,0.3658986932378474,1.5876532957805851,0.7067001476520445,51.7,0.31746031746031744,0.022727272727272728,0.02696308666457925,nan
2,7,43,24,1.945283186144945,0.3612420446262127,1.5840411389746316,0.706604850486042,51.6,0.6031746031746033,0.038461538461538464,0.02696308666457925,nan
2,7,43,25,1.9412421462981682,0.3661424051213071,1.5750997376635791,0.7057620660076297,51.5,0.3650793650793651,0.024390243902439025,0.02696308666457925,nan
2,7,43,26,1.9329911363803274,0.36142389282463044,1.5715672572453816,0.7037779296316752,51.5,0.38095238095238093,0.025,0.02696308666457925,nan
2,7,43,27,1.9179886831500665,0.3610302648408626,1.5569584195206805,0.7052009091144655,51.5,0.38095238095238093,0.025,0.02696308666457925,nan
2,7,43,28,2.05539014959723,0.3624148412448604,1.6929753068985978,0.7079074305247485,51.3,0.4285714285714286,0.02702702702702703,0.02696308666457925,nan
2,7,43,29,1.9580414925164324,0.35760569948006454,1.6004357890384953,0.7068610627476762,51.6,0.39682539682539686,0.02564102564102564,0.02696308666457925,nan
2,7,43,30,1.9449578795006606,0.36071915209777955,1.5842387230415655,0.7083772183433781,51.6,0.39682539682539686,0.02564102564102564,0.006119777848526686,nan
2,7,43,31,1.9380226716762636,0.3567199748221452,1.581302689342964,0.7100366862808786,51.4,0.6349206349206349,0.041666666666666664,0.02696308666457925,nan
2,7,43,32,1.9358542789288653,0.35918449422692866,1.5766697860345609,0.7083440001417951,51.4,0.6031746031746033,0.038461538461538464,0.02696308666457925,nan
2,7,43,33,1.9473300900885728,0.35630331630629253,1.5910267674826024,0.7102703108050958,51.6,0.4444444444444444,0.027777777777777776,0.02696308666457925,nan
2,7,43,34,1.9657497599842102,0.35445686532714504,1.6112928913860787,0.7090068047608786,51.6,0.5714285714285714,0.03571428571428571,0.0,nan
2,7,43,35,1.9379881164891932,0.35521244215286846,1.5827756761535396,0.7133611246822326,51.4,0.39682539682539686,0.02564102564102564,0.02696308666457925,nan
2,7,43,36,1.9721644544989112,0.35759356739075204,1.6145708890465218,0.7131042073412639,51.2,0.6825396825396826,0.047619047619047616,0.02696308666457925,nan
2,7,43,37,1.9339083743289234,0.3499903585610351,1.583918014192969,0.7128276761954393,51.4,0.3650793650793651,0.024390243902439025,0.02696308666457925,nan
2,7,43,38,1.9200117966023886,0.3565328110282014,1.5634789902989457,0.7123377710823121,51.4,0.3650793650793651,0.024390243902439025,-0.004550625711035261,nan
2,7,43,39,1.9145515963314026,0.3554274375603451,1.5591241576807287,0.7110229638533864,51.4,0.5873015873015873,0.037037037037037035,0.02696308666457925,nan
2,7,43,40,1.917344587605174,0.3534918208190096,1.5638527627882919,0.7114215522277646,51.6,0.6507936507936508,0.043478260869565216,0.02696308666457925,nan
2,7,43,41,1.91764242668462,0.35121621894158,1.566426212225503,0.7107679189705267,51.4,0.6825396825396826,0.047619047619047616,-0.004550625711035261,nan
2,7,43,42,1.9124189062816341,0.35303569142895985,1.5593832091587345,0.7108458508320941,51.4,0.7142857142857143,0.05263157894736842,0.02696308666457925,nan
2,7,43,43,2.000236144879969,0.35513240813724395,1.6451037366215775,0.711165638473945,51.5,0.39682539682539686,0.02564102564102564,0.02696308666457925,nan
2,7,43,44,1.914960053878102,0.35378066722939655,1.561179388829363,0.7181958057046905,51.6,0.5238095238095238,0.03225806451612903,0.02696308666457925,nan
2,7,43,45,1.9131909676683627,0.3525353264275605,1.5606556452386748,0.7138107738843779,51.3,0.38095238095238093,0.025,0.02696308666457925,nan
2,7,43,46,1.9289950801105034,0.35224712319005796,1.576747960191432,0.7149798724709487,51.5,0.38095238095238093,0.025,0.02696308666457925,nan
2,7,43,47,1.9261306378899552,0.34959069875682275,1.5765399380428036,0.712784527278528,51.4,0.3650793650793651,0.024390243902439025,0.008447504791651905,nan
2,7,43,48,1.972008304867318,0.35353752219580054,1.6184707821869269,0.7139372486409133,51.3,0.3650793650793651,0.024390243902439025,0.02696308666457925,nan
2,7,43,49,1.9147079407684202,0.34770523920291807,1.567002705442227,0.7138493409970912,51.4,0.5079365079365079,0.03125,0.02696308666457925,nan
2,7,43,50,1.9052038909943123,0.3481716734122455,1.5570322275161743,0.7148500264175539,51.4,0.46031746031746035,0.02857142857142857,0.02696308666457925,nan
3,42,50,1,2.986998335132754,0.4173875361438689,2.0808550623374256,0.4887557330170298,83.9,0.06349206349206349,0.016666666666666666,0.0,0.5836751692763164
3,42,50,2,2.8110597366239967,0.4015047557470275,1.9515050339504956,0.4580499609796012,77.6,0.47619047619047616,0.029411764705882353,0.02696308666457925,0.5816249771199732
3,42,50,3,2.56481536617124,0.3910050195891683,1.718224447917163,0.45558589672654626,76.3,0.19047619047619047,0.019230769230769232,0.02696308666457925,0.6338986768541404
3,42,50,4,2.467448942060393,0.3899169903460557,1.6227374212528631,0.45479452900770234,76.2,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.635792874228463
3,42,50,5,2.4968070615597857,0.3882892320795757,1.6552678492011093,0.4532499747063086,76.3,0.2857142857142857,0.021739130434782608,0.010647705967667731,0.6529666717462733
3,42,50,6,2.5902485576102405,0.3841296628238709,1.752252256967188,0.4538666324886849,76.1,0.5396825396825398,0.03333333333333333,0.008447504791651905,0.6817166565212103
3,42,50,7,2.5332810549232048,0.3852440817811625,1.689199097757417,0.45883788132086034,76.3,0.39682539682539686,0.02564102564102564,0.02696308666457925,0.5992116973417748
3,42,50,8,2.4384819317639357,0.37971464574821595,1.603843245079847,0.45492401476798017,76.4,0.3650793650793651,0.024390243902439025,0.02696308666457925,0.6353163375265268
3,42,50,9,2.4265868896391334,0.382545178862122,1.5922743023895636,0.4517673891249711,76.2,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.6250568039011162
3,42,50,10,2.419222457622125,0.38028742651629255,1.5878954544299986,0.45103957788731025,76.6,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6727148504666648
3,42,50,11,2.4259030140512357,0.38127172708026763,1.5938831810059586,0.4507481070553384,76.2,0.5714285714285714,0.03571428571428571,0.02696308666457925,0.6636172175181352
3,42,50,12,2.4080798044437315,0.3836279037764402,1.5750974523342722,0.44935444070071706,76.1,0.8095238095238095,0.07692307692307693,0.006119777848526686,0.6840602743935994
3,42,50,13,2.4145486199758888,0.38010078208233283,1.582975782029997,0.4514720645861897,76.4,0.38095238095238093,0.025,0.016646765470253566,0.6404729722349567
3,42,50,14,2.448336147680515,0.3770738646266906,1.6208878891254828,0.45037440095490555,76.2,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.666259201958026
3,42,50,15,2.401297249445101,0.37551140131019967,1.5758928806801153,0.4498929594590412,76.3,0.8412698412698413,0.09090909090909091,0.02696308666457925,0.6369276451155702
3,42,50,16,2.3991573205808314,0.3747789235861321,1.5748125537624205,0.4495658571642589,76.5,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6566895108181298
3,42,50,17,2.3959520502788263,0.37210485835870105,1.575288598130389,0.44855859294170286,76.4,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.6236420579925364
3,42,50,18,2.4720980869076117,0.37093085583632557,1.6509091757177337,0.45025805583814293,76.8,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6365604310591918
3,42,50,19,2.390530435050406,0.3710390798202375,1.571708253728665,0.44778310646855735,76.4,0.7936507936507937,0.07142857142857142,0.02696308666457925,0.6814196924597958
3,42,50,20,2.3858162135612675,0.3700804177338515,1.5659717069408758,0.4497640813753857,76.6,0.8571428571428572,0.1,0.02696308666457925,0.6561385410462985
3,42,50,21,2.385013617151152,0.3662609459181142,1.5683327448077318,0.450419922185138,76.4,0.6349206349206349,0.041666666666666664,0.02696308666457925,0.616900426095704
3,42,50,22,2.44732006003217,0.3654937767158679,1.6329245295951036,0.44890176086890987,76.1,0.6984126984126984,0.05,0.02696308666457925,0.6467061069964108
3,42,50,23,2.4014978680184216,0.3671375414947184,1.5861108235227384,0.44824950506047506,76.3,0.6984126984126984,0.05,0.02696308666457925,0.6540510037743901
3,42,50,24,2.386403395877621,0.3650839127660767,1.572911828514037,0.4484076575050509,76.1,0.3650793650793651,0.024390243902439025,0.02696308666457925,0.630441619869733
