task_config,seed,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
all_tasks,7,46,2.3687166760607465,0.3548191424792375,1.568589189188267,0.445308355781121,75.1,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.667198230263373
all_tasks,7,47,2.3643138428044512,0.3524121590019242,1.566416855750045,0.4454848206624752,75.3,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.6650855086536368
all_tasks,7,48,2.3772398679237057,0.35114299681613115,1.5790091685163297,0.4470877022278018,75.4,0.5873015873015873,0.037037037037037035,0.02696308666457925,0.6830538815833379
all_tasks,7,49,2.433063390778332,0.3518473561701736,1.636804632055081,0.4444114061875072,75.2,0.5873015873015873,0.037037037037037035,0.02696308666457925,0.6718506321286224
all_tasks,7,50,2.384969132702525,0.35658449297998007,1.5826041107255269,0.44578053166226644,75.2,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6721061492876262
ihm_only,42,1,0.4171491394924924,0.4171491394924924,2.345247299690557,0.739023459636099,75.4,0.15873015873015872,0.018518518518518517,0.0,0.5346715391656771
ihm_only,42,2,0.397210075966711,0.397210075966711,2.354348727358066,0.7491997218713528,75.3,0.46031746031746035,0.02857142857142857,0.001814882032667886,0.5372709633258443
ihm_only,42,3,0.38987180832924884,0.38987180832924884,2.3333559171940252,0.7408804878955935,75.2,0.25396825396825395,0.020833333333333332,0.0021141649048626032,0.5124797327712632
ihm_only,42,4,0.38537226011598014,0.38537226011598014,2.332109724603048,0.744595908052553,75.3,0.4444444444444444,0.027777777777777776,0.1160814135540148,0.5173179251696802
ihm_only,42,5,0.3833493069420016,0.3833493069420016,2.3399270840776647,0.7462025575521516,75.2,0.4126984126984127,0.02631578947368421,-0.009341870473391412,0.4966631094137423
ihm_only,42,6,0.38129600809841624,0.38129600809841624,2.338695867274835,0.7484721061660022,75.4,0.8095238095238095,0.07692307692307693,-0.004747050047470447,0.4911414136350095
ihm_only,42,7,0.38095400924605083,0.38095400924605083,2.337477273088161,0.7494891562112947,75.3,0.19047619047619047,0.019230769230769232,0.012613590126135943,0.4885709981170431
ihm_only,42,8,0.3787364590216458,0.3787364590216458,2.3375830475876973,0.750945710069765,75.9,0.746031746031746,0.058823529411764705,-0.06321553011448477,0.44547573469543056
ihm_only,42,9,0.37811039267032126,0.37811039267032126,2.3472811032116896,0.7548945119710473,75.8,0.4444444444444444,0.027777777777777776,-0.08312593330014928,0.4826561855252954
ihm_only,42,10,0.3750502962649353,0.3750502962649353,2.344189174776155,0.7570402316930818,75.2,0.5079365079365079,0.03125,0.0045085662759242195,0.4608937567945788
ihm_only,42,11,0.37226912367150067,0.37226912367150067,2.3472485484146492,0.7570603199121428,75.3,0.6666666666666667,0.045454545454545456,0.03865455038654553,0.4968885699443623
ihm_only,42,12,0.3718010762600395,0.3718010762600395,2.3562831180851633,0.7578608631118526,75.3,0.7142857142857143,0.05263157894736842,0.005181347150259086,0.45990239707454633
